id,nombre,creador_organizacion,descripcion_resumida,categorias_originales,categorias_normalizadas,tipo_de_tarea,autonomia,publico_objetivo,riesgo,Utilidad,Confiabilidad,Claridad,UX,Mantenimiento,Transparencia,Seguridad,score_total,senales_de_popularidad,ultima_actividad_en_archivo,modelos_observados,evidencia_en_archivo,alertas,system_role_messages_n,system_role_messages_nonempty_n,system_prompts_n_unicos,system_prompt_principal,system_prompt_principal_count,system_prompt_evidencia,system_prompt_nota
g-690927a88d98819184fe2ea4500ac190,No disponible en archivo,No disponible en archivo,Evidencia de uso: Discover BM terms | Descubrir términos BM...,Ausente,legal,generación,asistente,profesionales,alto,1.25,1.6,1.8,1.8,4.02,1.2,1,1.022,2,2025-11-04T18:53:21.682467+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-690927a88d98819184fe2ea4500ac190; títulos=Discover BM terms | Descubrir términos BM; modelo=gpt-5-thinking,No recomendado (riesgo alto sin mitigaciones detectables); Tema sensible (YMYL) sin disclaimers detectables en el archivo,6,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-68f0b3dac0e88191aa6e9cd1ed587983,No disponible en archivo,No disponible en archivo,Evidencia de uso: Entrevista SEO análisis | Style editor instructions...,Ausente,"marketing, investigación",análisis,asistente,profesionales,bajo,1.25,2.6,3,3.2,4.02,1.2,2.8,2.404,2,2025-11-04T08:14:54.174016+00:00,gpt-5,conversations.json: gizmo_id=g-68f0b3dac0e88191aa6e9cd1ed587983; títulos=Entrevista SEO análisis | Style editor instructions; modelo=gpt-5,,8,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-6908e3f393588191b99650264a1f9b42,No disponible en archivo,No disponible en archivo,Evidencia de uso: Diagrama heurístico solar | Heuristic diagram generation...,Ausente,otros,generación,asistente,general,bajo,1.25,2.6,3,3.2,4.07,1.2,2.8,2.409,2,2025-11-07T06:36:26.438120+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-6908e3f393588191b99650264a1f9b42; títulos=Diagrama heurístico solar | Heuristic diagram generation; modelo=gpt-5-thinking,,6,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-6909274be37c8191a3a3b81587813d39,No disponible en archivo,No disponible en archivo,Evidencia de uso: Resumen de salidas creadas | Brief annotation processed...,Ausente,educación,generación,asistente,estudiantes,bajo,1.25,2.6,3,3.2,4.02,1.2,2.8,2.404,2,2025-11-04T06:14:23.538472+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-6909274be37c8191a3a3b81587813d39; títulos=Resumen de salidas creadas | Brief annotation processed; modelo=gpt-5-thinking,,6,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-694ba0678d2c81919a19f6a889cfcef9-lex-nexus-os,No disponible en archivo,No disponible en archivo,Evidencia de uso: Mensajes navideños familiares | Instrucciones para usarme...,Ausente,otros,generación,asistente,general,bajo,1.25,2.6,3,3.2,4.87,1.2,2.8,2.489,2,2025-12-25T05:49:50.313872+00:00,gpt-5-2-thinking; gpt-5-2,conversations.json: gizmo_id=g-694ba0678d2c81919a19f6a889cfcef9-lex-nexus-os; títulos=Mensajes navideños familiares | Instrucciones para usarme; modelo=gpt-5-2-thinking; gpt-5-2,,32,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-69069e435e708191b1689245411d596a,No disponible en archivo,No disponible en archivo,Evidencia de uso: Optimización artículo L'Oréal | Hilo · Optimización artículo L'Oréal...,Ausente,investigación,generación,asistente,profesionales,bajo,1.25,2.6,3,3.2,4,1.2,2.8,2.402,2,2025-11-03T21:57:57.649535+00:00,gpt-5-thinking; gpt-5,conversations.json: gizmo_id=g-69069e435e708191b1689245411d596a; títulos=Optimización artículo L'Oréal | Hilo · Optimización artículo L'Oréal; modelo=gpt-5-thinking; gpt-5,,36,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-6907e3dcd158819188cded5159532810,No disponible en archivo,No disponible en archivo,Evidencia de uso: New product extraction | HVAC Wheaton LGP estrategia...,Ausente,negocios,planificación,copiloto,profesionales,bajo,1.25,2.6,3,3.2,4,1.2,2.8,2.402,2,2025-11-03T02:21:58.501380+00:00,gpt-5; gpt-5-thinking,conversations.json: gizmo_id=g-6907e3dcd158819188cded5159532810; títulos=New product extraction | HVAC Wheaton LGP estrategia; modelo=gpt-5; gpt-5-thinking,,7,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-6904e9f65cd881918723e9412d780de8,No disponible en archivo,No disponible en archivo,Evidencia de uso: New L'Oréal Products | New product launch analysis...,Ausente,otros,generación,asistente,general,bajo,1.25,1.6,1.8,1.8,4,1.2,2.8,1.882,2,2025-11-03T01:48:29.548167+00:00,gpt-5-thinking; gpt-5,conversations.json: gizmo_id=g-6904e9f65cd881918723e9412d780de8; títulos=New L'Oréal Products | New product launch analysis; modelo=gpt-5-thinking; gpt-5,,11,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-692f4442e53481918dee7419695592b5,No disponible en archivo,No disponible en archivo,Evidencia de uso: Más Gallo Media resumen | Cómo puedo ayudarte...,Ausente,"educación, soporte",generación,asistente,estudiantes,bajo,1.25,1.6,1.8,1.8,4.5,1.2,2.8,1.932,2,2025-12-03T06:54:37.412853+00:00,gpt-5-1-thinking,conversations.json: gizmo_id=g-692f4442e53481918dee7419695592b5; títulos=Más Gallo Media resumen | Cómo puedo ayudarte; modelo=gpt-5-1-thinking,,6,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-694ba0678d2c81919a19f6a889cfcef9,No disponible en archivo,No disponible en archivo,Evidencia de uso: Consejos legales generales | Carrusel IG 2025...,Ausente,"legal, marketing","generación, escritura",asistente,profesionales,medio,1.25,4.2,4.2,3.6,4.95,4.4,3.7,3.447,2,2025-12-30T02:10:51.886899+00:00,gpt-5-2-thinking,conversations.json: gizmo_id=g-694ba0678d2c81919a19f6a889cfcef9; títulos=Consejos legales generales | Carrusel IG 2025; modelo=gpt-5-2-thinking,,12,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-691d874aeca08191ac47291664fa59b5,No disponible en archivo,No disponible en archivo,Evidencia de uso: CV update and generation | Resume review...,Ausente,otros,"escritura, generación",asistente,general,bajo,1.25,2.6,3,3.2,4.27,1.2,2.8,2.429,2,2025-11-19T15:56:45.828004+00:00,gpt-5-1-thinking,conversations.json: gizmo_id=g-691d874aeca08191ac47291664fa59b5; títulos=CV update and generation | Resume review; modelo=gpt-5-1-thinking,,12,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-690e406090508191903c2a09e8208986,No disponible en archivo,No disponible en archivo,Evidencia de uso: Ayuda con automatización...,Ausente,soporte,agente/automatización,agente,general,bajo,1,2.6,3,3.2,4.7,1.2,2.8,2.41,1,2025-12-15T09:32:01.516612+00:00,gpt-5-2-thinking,conversations.json: gizmo_id=g-690e406090508191903c2a09e8208986; títulos=Ayuda con automatización; modelo=gpt-5-2-thinking,,2,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-693b3da510ac81918786393362aabe0c,No disponible en archivo,No disponible en archivo,Evidencia de uso: Revisión de copy IG...,Ausente,marketing,"análisis, escritura",asistente,profesionales,bajo,1,2.6,3,3.2,4.65,1.2,2.8,2.405,1,2025-12-12T07:28:11.777637+00:00,gpt-5-1-thinking,conversations.json: gizmo_id=g-693b3da510ac81918786393362aabe0c; títulos=Revisión de copy IG; modelo=gpt-5-1-thinking,,4,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-p-68df68d28dd08191ab6cbd3db7333432,No disponible en archivo,No disponible en archivo,Evidencia de uso: Email for GSC access...,Ausente,otros,generación,asistente,general,bajo,1,1.6,1.8,1.8,3.48,1.2,2.8,1.768,1,2025-10-03T20:08:31.439741+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-p-68df68d28dd08191ab6cbd3db7333432; títulos=Email for GSC access; modelo=gpt-5-thinking,,6,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-p-692f43a13d748191b6c40c24f4d13272,No disponible en archivo,No disponible en archivo,Evidencia de uso: Riesgos de Más Gallo Media...,Ausente,otros,revisión/auditoría,copiloto,general,bajo,1,1.6,1.8,1.8,4.48,1.2,2.8,1.868,1,2025-12-02T19:59:26.178422+00:00,gpt-5-1-thinking,conversations.json: gizmo_id=g-p-692f43a13d748191b6c40c24f4d13272; títulos=Riesgos de Más Gallo Media; modelo=gpt-5-1-thinking,,5,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-693c4713b19c8191831d7582502c03b5,No disponible en archivo,No disponible en archivo,Evidencia de uso: Refinamiento de sistema Lex...,Ausente,otros,generación,asistente,general,bajo,1,3.6,3.4,3.2,4.65,2.2,4,2.885,1,2025-12-12T20:13:39.427215+00:00,gpt-5-2-thinking,conversations.json: gizmo_id=g-693c4713b19c8191831d7582502c03b5; títulos=Refinamiento de sistema Lex; modelo=gpt-5-2-thinking,,4,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-6907e77c95448191b7e8664c124c5c61,No disponible en archivo,No disponible en archivo,Evidencia de uso: Validación de patrones...,Ausente,otros,generación,asistente,general,bajo,1,1.6,1.8,1.8,3.98,1.2,2.8,1.818,1,2025-11-02T23:25:50.290507+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-6907e77c95448191b7e8664c124c5c61; títulos=Validación de patrones; modelo=gpt-5-thinking,,3,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-694237e198188191a4b9bfd3283ee4df,No disponible en archivo,No disponible en archivo,Evidencia de uso: Plan para dormir tranquilo...,Ausente,diseño,planificación,copiloto,profesionales,bajo,1,1.6,1.8,1.8,4.73,1.2,2.8,1.893,1,2025-12-17T06:32:08.100863+00:00,gpt-5-2-thinking,conversations.json: gizmo_id=g-694237e198188191a4b9bfd3283ee4df; títulos=Plan para dormir tranquilo; modelo=gpt-5-2-thinking,,4,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-EGs2bp4NT,No disponible en archivo,No disponible en archivo,Evidencia de uso: Job search assistance...,Ausente,otros,generación,asistente,general,bajo,1,1.6,1.8,1.8,3.55,1.2,2.8,1.775,1,2025-10-07T18:08:24.234580+00:00,gpt-4o,conversations.json: gizmo_id=g-EGs2bp4NT; títulos=Job search assistance; modelo=gpt-4o,,2,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-6903ff54fce881919c5ea3fc2ac3476c,No disponible en archivo,No disponible en archivo,Evidencia de uso: Funciones de análisis relacional...,Ausente,investigación,análisis,asistente,profesionales,bajo,1,1.6,1.8,1.8,4.88,1.2,2.8,1.908,1,2025-12-26T02:50:36.280360+00:00,gpt-5-2,conversations.json: gizmo_id=g-6903ff54fce881919c5ea3fc2ac3476c; títulos=Funciones de análisis relacional; modelo=gpt-5-2,,6,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-69416deba1f88191bd22aff742c0e67b,No disponible en archivo,No disponible en archivo,Evidencia de uso: Análisis vínculo con hermana...,Ausente,investigación,análisis,asistente,profesionales,bajo,1,1.6,1.8,1.8,4.92,1.2,2.8,1.912,1,2025-12-28T03:44:33.700545+00:00,gpt-5-2-thinking,conversations.json: gizmo_id=g-69416deba1f88191bd22aff742c0e67b; títulos=Análisis vínculo con hermana; modelo=gpt-5-2-thinking,,4,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-6954bc5518208191b10ed025247b0a19,No disponible en archivo,No disponible en archivo,Evidencia de uso: Descarga archivo Finanzas...,Ausente,finanzas,generación,asistente,profesionales,medio,1,2.6,3,3.2,4.97,1.2,1.9,2.347,1,2025-12-31T08:28:25.203704+00:00,gpt-5-2-thinking,conversations.json: gizmo_id=g-6954bc5518208191b10ed025247b0a19; títulos=Descarga archivo Finanzas; modelo=gpt-5-2-thinking,Tema sensible (YMYL) sin disclaimers detectables en el archivo,4,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-p-685a2da07a4c81919a4cec1adac8e680,No disponible en archivo,No disponible en archivo,Evidencia de uso: Resaltado BB vs CC...,Ausente,otros,generación,asistente,general,bajo,1,1.6,1.8,1.8,1.8,1.2,2.8,1.6,1,2025-06-24T05:00:55.972329+00:00,o3,conversations.json: gizmo_id=g-p-685a2da07a4c81919a4cec1adac8e680; títulos=Resaltado BB vs CC; modelo=o3,,3,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-p-6955494b64a88191bb7e05191cc30d01,No disponible en archivo,No disponible en archivo,Evidencia de uso: Huevo orina en casa...,Ausente,otros,generación,asistente,general,bajo,1,1.6,1.8,1.8,4.98,1.2,2.8,1.918,1,2026-01-01T01:02:19.697311+00:00,gpt-5-2-thinking,conversations.json: gizmo_id=g-p-6955494b64a88191bb7e05191cc30d01; títulos=Huevo orina en casa; modelo=gpt-5-2-thinking,,4,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-p-6925099b89b88191a101167240a10101,No disponible en archivo,No disponible en archivo,Evidencia de uso: Contrato arrendamiento inmueble...,Ausente,legal,generación,asistente,profesionales,alto,1,2.6,3,3.2,4.38,1.2,1,1.319,1,2025-11-26T08:57:42.149544+00:00,gpt-5-1-thinking,conversations.json: gizmo_id=g-p-6925099b89b88191a101167240a10101; títulos=Contrato arrendamiento inmueble; modelo=gpt-5-1-thinking,No recomendado (riesgo alto sin mitigaciones detectables); Tema sensible (YMYL) sin disclaimers detectables en el archivo,4,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-690e3e6c93c08191b56809c084e593cc,No disponible en archivo,No disponible en archivo,Evidencia de uso: Servicios SEO técnicos...,Ausente,marketing,generación,asistente,profesionales,bajo,1,2.6,3,3.2,4.07,1.2,2.8,2.347,1,2025-11-07T20:55:22.788876+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-690e3e6c93c08191b56809c084e593cc; títulos=Servicios SEO técnicos; modelo=gpt-5-thinking,,3,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-4Oy0wEYqz,No disponible en archivo,No disponible en archivo,Evidencia de uso: Empleos SEO y Copywriting...,Ausente,marketing,escritura,asistente,profesionales,bajo,1,1.6,1.8,1.8,3.55,1.2,2.8,1.775,1,2025-10-07T18:09:41.207283+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-4Oy0wEYqz; títulos=Empleos SEO y Copywriting; modelo=gpt-5-thinking,,3,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-690927de5a648191aac520522bfea22b,No disponible en archivo,No disponible en archivo,Evidencia de uso: QA reporte cumplimiento...,Ausente,otros,generación,asistente,general,bajo,1,1.6,1.8,1.8,4.02,1.2,2.8,1.822,1,2025-11-04T01:36:11.011682+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-690927de5a648191aac520522bfea22b; títulos=QA reporte cumplimiento; modelo=gpt-5-thinking,,3,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-p-6907ec66a77c8191b66a16f1e804c1d2,No disponible en archivo,No disponible en archivo,Evidencia de uso: Transición a STAR Story...,Ausente,otros,creatividad,asistente,general,bajo,1,1.6,1.8,1.8,3.98,1.2,2.8,1.818,1,2025-11-02T23:44:25.775085+00:00,gpt-5,conversations.json: gizmo_id=g-p-6907ec66a77c8191b66a16f1e804c1d2; títulos=Transición a STAR Story; modelo=gpt-5,,2,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-68f3437d1c248191a285ad3807f4276c,No disponible en archivo,No disponible en archivo,Evidencia de uso: Solve document challenge...,Ausente,otros,generación,asistente,general,bajo,1,2.6,3,3.2,3.98,1.2,2.8,2.338,1,2025-11-02T21:19:28.204893+00:00,gpt-5,conversations.json: gizmo_id=g-68f3437d1c248191a285ad3807f4276c; títulos=Solve document challenge; modelo=gpt-5,,40,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-6907d2083ed88191a67be390441a20da,No disponible en archivo,No disponible en archivo,Evidencia de uso: Qué puedo hacer...,Ausente,otros,generación,asistente,general,bajo,1,1.6,1.8,1.8,4,1.2,2.8,1.82,1,2025-11-03T00:18:34.888867+00:00,gpt-5,conversations.json: gizmo_id=g-6907d2083ed88191a67be390441a20da; títulos=Qué puedo hacer; modelo=gpt-5,,2,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-69066f31a230819189054bb0d5631e4a,No disponible en archivo,No disponible en archivo,Evidencia de uso: Empezar portafolio nuevo...,Ausente,otros,generación,asistente,general,bajo,1,2.6,3,3.2,3.98,1.2,2.8,2.338,1,2025-11-02T01:33:31.354014+00:00,gpt-5,conversations.json: gizmo_id=g-69066f31a230819189054bb0d5631e4a; títulos=Empezar portafolio nuevo; modelo=gpt-5,,5,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-69066971d82081919505412252b7055f,No disponible en archivo,No disponible en archivo,Evidencia de uso: Extraer publicaciones UNAM...,Ausente,otros,generación,asistente,general,bajo,1,1.6,1.8,1.8,3.97,1.2,2.8,1.817,1,2025-11-01T20:43:00.614216+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-69066971d82081919505412252b7055f; títulos=Extraer publicaciones UNAM; modelo=gpt-5-thinking,,4,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-690599e900288191bae6e03ec4762b4c,No disponible en archivo,No disponible en archivo,Evidencia de uso: Usos pinaverio dimeticona...,Ausente,otros,generación,asistente,general,bajo,1,1.6,1.8,1.8,3.97,1.2,2.8,1.817,1,2025-11-01T08:20:39.460273+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-690599e900288191bae6e03ec4762b4c; títulos=Usos pinaverio dimeticona; modelo=gpt-5-thinking,,3,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-690bdacd3b688191bb5a4483297c26d6,No disponible en archivo,No disponible en archivo,Evidencia de uso: Uso para resolver contenido...,Ausente,otros,generación,asistente,general,bajo,1,2.6,3,3.2,4.05,1.2,2.8,2.345,1,2025-11-06T05:34:58.813338+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-690bdacd3b688191bb5a4483297c26d6; títulos=Uso para resolver contenido; modelo=gpt-5-thinking,,3,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-p-69213f4b677881919d992b7fe803e1a5,No disponible en archivo,No disponible en archivo,Evidencia de uso: Plantillas para prompts...,Ausente,utilidades,planificación,copiloto,general,bajo,1,2.6,3,3.2,4.32,1.2,2.8,2.372,1,2025-11-22T04:49:53.789983+00:00,gpt-5-1-thinking,conversations.json: gizmo_id=g-p-69213f4b677881919d992b7fe803e1a5; títulos=Plantillas para prompts; modelo=gpt-5-1-thinking,,5,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-68f0f70985c881918a07a3010dab1aeb,No disponible en archivo,No disponible en archivo,Evidencia de uso: Uso de PDF desafío...,Ausente,otros,generación,asistente,general,bajo,1,2.6,3,3.2,4.05,1.2,2.8,2.345,1,2025-11-06T06:27:14.491272+00:00,gpt-5,conversations.json: gizmo_id=g-68f0f70985c881918a07a3010dab1aeb; títulos=Uso de PDF desafío; modelo=gpt-5,,3,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-6908e1ef91088191acf7bf3b07f7748d,No disponible en archivo,No disponible en archivo,Evidencia de uso: Diagrama heurístico Test Assignment...,Ausente,otros,generación,asistente,general,bajo,1,2.6,3,3.2,4.05,1.2,2.8,2.345,1,2025-11-06T20:50:03.725190+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-6908e1ef91088191acf7bf3b07f7748d; títulos=Diagrama heurístico Test Assignment; modelo=gpt-5-thinking,,6,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-68f1bcf924cc81919fe3bcf7526214cf,No disponible en archivo,No disponible en archivo,Evidencia de uso: SEO content ideas...,Ausente,"marketing, entretenimiento",creatividad,asistente,profesionales,bajo,1,2.6,3,3.2,3.73,1.2,2.8,2.313,1,2025-10-18T17:10:54.730667+00:00,gpt-5,conversations.json: gizmo_id=g-68f1bcf924cc81919fe3bcf7526214cf; títulos=SEO content ideas; modelo=gpt-5,,15,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-690820c6fa8481918d74b710d2c3c220,No disponible en archivo,No disponible en archivo,Evidencia de uso: Auditoría SEO con GPT...,Ausente,marketing,generación,asistente,profesionales,bajo,1,2.6,3,3.2,4.07,1.2,2.8,2.347,1,2025-11-07T07:42:04.667808+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-690820c6fa8481918d74b710d2c3c220; títulos=Auditoría SEO con GPT; modelo=gpt-5-thinking,,3,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-6907d9b7f7f08191b433636bfb61b92c,No disponible en archivo,No disponible en archivo,Evidencia de uso: Estrategia LGP LCP LSP...,Ausente,negocios,planificación,copiloto,profesionales,bajo,1,2.6,3,3.2,3.98,1.2,2.8,2.338,1,2025-11-02T23:31:51.310252+00:00,gpt-5,conversations.json: gizmo_id=g-6907d9b7f7f08191b433636bfb61b92c; títulos=Estrategia LGP LCP LSP; modelo=gpt-5,,6,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-2fkFE8rbu,No disponible en archivo,No disponible en archivo,Evidencia de uso: Perro zeppelin...,Ausente,otros,generación,asistente,general,bajo,1,1.6,1.8,1.8,4.15,1.2,2.8,1.835,1,2025-11-12T12:08:05.287582+00:00,gpt-4o,conversations.json: gizmo_id=g-2fkFE8rbu; títulos=Perro zeppelin; modelo=gpt-4o,,2,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-Zyarn4020,No disponible en archivo,No disponible en archivo,Evidencia de uso: Missing task information...,Ausente,otros,generación,asistente,general,bajo,1,1.6,1.8,1.8,4.02,1.2,2.8,1.822,1,2025-11-04T22:57:50.971015+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-Zyarn4020; títulos=Missing task information; modelo=gpt-5-thinking,,3,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."